OBJECTID,DATASET_EN,DATASET_TC,ADDRESS_EN,ADDRESS_TC,SEARCH01_EN,SEARCH01_TC,SEARCH02_EN,SEARCH02_TC,NSEARCH01_EN,NSEARCH01_TC,NSEARCH02_EN,NSEARCH02_TC,NSEARCH03_EN,NSEARCH03_TC,NSEARCH04_EN,NSEARCH04_TC,NSEARCH05_EN,NSEARCH05_TC,NSEARCH06_EN,NSEARCH06_TC,NSEARCH07_EN,NSEARCH07_TC,NSEARCH08_EN,NSEARCH08_TC,NSEARCH09_EN,NSEARCH09_TC,NSEARCH10_EN,NSEARCH10_TC,NORTHING,EASTING,LATITUDE,LONGITUDE,LASTUPDATE,GeometryEasting,GeometryNorthing
394,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"4 Yin Chong Street, Kowloon",九龍煙廠街 4 號,2018,2018,KOWLOON,九龍,KN8/2018(OP),KN8/2018(OP),KN8/2018(OP),KN8/2018(OP),Apartment/Commercial,寓所／商業處所,Composite,綜合用途,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018008GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018008GFACe.pdf,Not Applicable,不適用,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018008EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018008EN.pdf,Unclassified,不予評級,Not Applicable,不適用,Not Applicable,不適用,819698.5,835764.9,22.31627999,114.17199122,2024-02-28T11:23:23,835764.9000000004,819698.5
395,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"10 Lok Wo Sha Lane, Sai Sha Road, Sha Tin, New Territories",新界沙田 西沙路 落禾沙里 10 號,2019,2019,NEW TERRITORIES,新界,NT80/2019(OP),NT80/2019(OP),NT80/2019(OP),NT80/2019(OP),Canopy,簷篷,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019080GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019080GFACe.pdf,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,832426.8,843660.7000000001,22.43120725,114.24868539,2024-02-28T11:23:23,843660.7000000002,832426.8000000007
396,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"18 Che Kung Miu Road Shatin, N.T. 7.5.9/(19)",新界沙田車公廟路 18 號7.5.9/(19),2022,2022,KOWLOON & NEW TERRITORIES,九龍及新界,PR8/2022/OP,PR8/2022/OP,PR8/2022/OP,PR8/2022/OP,Apartment with residents' recreational facilities (phase 1),寓所連 住客康樂設施 （第 1 期）,Domestic,住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022008GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022008GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022008GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022008GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022008EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022008EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),暫定評估級別: 不予評級  (截至佔用許可證簽發日),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022008RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022008RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022008OTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022008OTTV.pdf,824640.6,835710.3,22.36091,114.17146,2024-02-28T11:23:23,835710.2999999998,824640.5999999996
397,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"16 Perkins Road, Hong Kong",香港白建時道 16 號,2019,2019,HONG KONG ISLAND,香港島,HK43/2019(OP),HK43/2019(OP),HK43/2019(OP),HK43/2019(OP),Residence,住所,Domestic,住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019043GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019043GFACe.pdf,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,814455.3,838013.7000000001,22.26892969,114.19381202,2024-02-28T11:23:23,838013.7000000002,814455.3000000007
398,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"Tseung Kwan O Industrial Estate, Tseung Kwan O, New Territories",新界將軍澳 將軍澳工業邨,2018,2018,NEW TERRITORIES,新界,NT48/2018(OP),NT48/2018(OP),NT48/2018(OP),NT48/2018(OP),Steam room,蒸汽室,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018048GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018048GFACe.pdf,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,816606.2000000001,846298.2000000001,22.2883252,114.27420543,2024-02-28T11:23:23,846298.2000000002,816606.1999999993
399,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"8 Hoi Wang Road, Kowloon",九龍海泓道 8 號,2019,2019,KOWLOON,九龍,KN24/2019(OP),KN24/2019(OP),KN24/2019(OP),KN24/2019(OP),School extension,學校擴建部分,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019024GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019024GFACe.pdf,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,819427.4,834938.2000000001,22.31383153,114.16396833,2024-02-28T11:23:23,834938.2000000002,819427.4000000004
400,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"18 Che Kung Miu Road Shatin, N.T. 7.5.9/(19)",新界沙田車公廟路 18 號7.5.9/(19),2022,2022,KOWLOON & NEW TERRITORIES,九龍及新界,PR7/2022/OP,PR7/2022/OP,PR7/2022/OP,PR7/2022/OP,"Commercial with residents' recreational facilities, college, public transport interchange (extended portion), new station and covered railway track area (phase 1A)",商業處所連 住客康樂設施、 專上教育學院、 公共運輸交匯處 （擴建部分）、 新車站及 有蓋鐵路路軌範圍 （第 1A 期）,Composite,綜合用途,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022007GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022007GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022007GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022007GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022007EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022007EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),暫定評估級別: 不予評級  (截至佔用許可證簽發日),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022007RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022007RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022007OTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022007OTTV.pdf,824640.6,835710.3,22.36091,114.17146,2024-02-28T11:23:23,835710.2999999998,824640.5999999996
401,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"Haven of Hope Hospital, 8 Haven of Hope Road, Tseung Kwan O, New Territories",新界將軍澳靈實路 8 號靈實醫院,2021,2021,NEW TERRITORIES,新界,NTS8/2021(OP),NTS8/2021(OP),NTS8/2021(OP),NTS8/2021(OP),Hospital,醫院,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NTS2021008GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NTS2021008GFACe.pdf,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,819475.6,844539,22.31424682,114.25714932,2024-02-28T11:23:23,844539,819475.5999999996
402,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"1 Ma Kok Street, Tsuen Wan, New Territories 3.2.4/(27)",新界 荃灣 馬角街 1 號 3.2.4/(27),2023,2023,KOWLOON & NEW TERRITORIES,九龍及新界,NT3/2023/OP,NT3/2023/OP,NT3/2023/OP,NT3/2023/OP,Industrial,工業處所,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/NT2023003GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/NT2023003GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/NT2023003GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/NT2023003GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/NT2023003EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/NT2023003EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),暫定評估級別: 不予評級<br/> (截至佔用許可證簽發日),Not applicable,不適用,Not applicable,不適用,825106.8,830308.2000000001,22.36510944,114.11900988,2024-02-28T11:23:23,830308.2000000002,825106.8000000007
403,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"21 Luk Hop Street, Kowloon",九龍六合街 21 號,2022,2022,KOWLOON,九龍,KN7/2022(OP),KN7/2022(OP),KN7/2022(OP),KN7/2022(OP),Industrial,工業處所,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022007GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022007GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022007GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022007GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022007EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022007EN.pdf,Provisional Assessment Rating: Gold (as at OP),暫定評估級別: 金(截至佔用許可證簽發日),Not Applicable,Not Applicable,Not Applicable,Not Applicable,822010.7000000001,838651.1,22.33715918,114.20000745,2024-02-28T11:23:23,838651.0999999996,822010.6999999993
404,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"128 Pok Fu Lam Road, Hong Kong",香港薄扶林道 128 號,2019,2019,HONG KONG ISLAND,香港島,HK52/2019(OP),HK52/2019(OP),HK52/2019(OP),HK52/2019(OP),Apartment,寓所,Domestic,住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019052GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019052GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019052GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019052GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019052EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019052EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),暫定評估級別: 不予評級(截至佔用許可證簽發日),Not Applicable,不適用,Not Applicable,不適用,814280.7000000001,831739.6,22.26734754,114.13293821,2024-02-28T11:23:23,831739.5999999996,814280.6999999993
405,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"103-105 Caroline Hill Road, Hong Kong",香港加路連山道 103-105 號,2019,2019,HONG KONG ISLAND,香港島,HK40/2019(OP),HK40/2019(OP),HK40/2019(OP),HK40/2019(OP),Residence,住所,Domestic,住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019040GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019040GFACe.pdf,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,815215.7000000001,837179.5,22.27579723,114.18571897,2024-02-28T11:23:23,837179.5,815215.6999999993
406,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"20 Borrett Road, Hong Kong 1.4.3/(6)",香港波老道20號1.4.3/(6),2022,2022,HONG KONG ISLAND,香港,HK36/2022/OP,HK36/2022/OP,HK36/2022/OP,HK36/2022/OP,School,學校,Non-Domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022036GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022036GFACe.pdf,Not applicable,不適用,Not applicable,不適用,Not applicable,不適用,Not applicable,不適用,Not applicable,不適用,814957.2000000001,834912,22.27346291,114.16371772,2024-02-28T11:23:23,834912,814957.1999999993
407,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"11 Heung Yip Road, Hong Kong 1.7.5/(10)",香港 香葉道 11 號 1.7.5/(10),2022,2022,KOWLOON & NEW TERRITORIES,香港,PR6/2022/OP,PR6/2022/OP,PR6/2022/OP,PR6/2022/OP,Apartment with residents' recreational facilities,寓所連 住客康樂設施,Composite,綜合用途,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022006GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022006GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022006GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022006GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022006EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022006EN.pdf,Provisional Assessment Rating: Gold (as at OP),暫定評估級別: 金  (截至佔用許可證簽發日),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022006RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022006RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022006OTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022006OTTV.pdf,811937.2000000001,835251.8,22.2461904,114.16701626,2024-02-28T11:23:23,835251.7999999998,811937.1999999993
408,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"No.1 Choi Sha Street, Lok Wo Sha, Ma On Shan, New Territories",新界馬鞍山 落禾沙 彩沙街 1 號,2018,2018,NEW TERRITORIES,新界,NT7/2018(OP),NT7/2018(OP),NT7/2018(OP),NT7/2018(OP),Apartment,寓所,Domestic,住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018007GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018007GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018007GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018007GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018007EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018007EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),暫定評估級別: 不予評級(截至佔用許可證簽發日),Not Applicable,不適用,Not Applicable,不適用,832582.6,843060.2000000001,22.4326172,114.24285266,2024-02-28T11:23:23,843060.2000000002,832582.5999999996
409,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"18 Fu Kin Street, Tai Wai, Sha Tin, New Territories 7.5.9/(11)",新界 沙田 大圍 富健街 18 號 7.5.9/(11),2023,2023,KOWLOON & NEW TERRITORIES,九龍及新界,NT35/2023/OP,NT35/2023/OP,NT35/2023/OP,NT35/2023/OP,Hospital extension,醫院擴建部分,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/NT2023035GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/NT2023035GFACe.pdf,Not applicable,不適用,Not applicable,不適用,Not applicable,不適用,Not applicable,不適用,Not applicable,不適用,824564.8,836113.8,22.36022521,114.17537738,2024-02-28T11:23:23,836113.7999999998,824564.8000000007
410,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"81 Lockhart Road, Hong Kong 1.3.1/(6)",香港 駱克道 81 號 1.3.1/(6),2021,2021,HONG KONG ISLAND,香港島,HK 51/2021 (OP),HK 51/2021 (OP),HK 51/2021 (OP),HK 51/2021 (OP),Commercial,商業處所,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2021051GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2021051GFACe.pdf,Not Applicable,不適用,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2021051EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2021051EN.pdf,Unclassified,不予評級,Not Applicable,Not Applicable,Not Applicable,Not Applicable,815495.1,835707.9,22.27832078,114.17144002,2024-02-28T11:23:23,835707.9000000004,815495.0999999996
411,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"2 Yin Ping Road, Kowloon",九龍延坪道 2 號,2019,2019,KOWLOON,九龍,KN37/2019(OP),KN37/2019(OP),KN37/2019(OP),KN37/2019(OP),Staircase enclosure,樓梯圍建物,Domestic,住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019037GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019037GFACe.pdf,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,822701.5,834928.9,22.34339824,114.16387469,2024-02-28T11:23:23,834928.9000000004,822701.5
412,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"41 King Yip Street, Kowloon 2.9.5/(24)",九龍 敬業街 41 號 2.9.5/(24),2022,2022,KOWLOON & NEW TERRITORIES,九龍及新界,KN58/2022/OP,KN58/2022/OP,KN58/2022/OP,KN58/2022/OP,Commercial,商業處所,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022058GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022058GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022058GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022058GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022058EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022058EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),暫定評估級別: 不予評級  (截至佔用許可證簽發日),Not applicable,不適用,Not applicable,不適用,818732.5,841160.9,22.30754981,114.22436066,2024-02-28T11:23:23,841160.9000000004,818732.5
413,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"63 Siu Lek Yuen Road, Sha Tin, New Territories",新界沙田 小瀝源路 63 號,2020,2020,NEW TERRITORIES,新界,NT10/2020(OP),NT10/2020(OP),NT10/2020(OP),NT10/2020(OP),Apartment,寓所,Domestic,住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020010GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020010GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020010GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020010GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020010EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020010EN.pdf,Provisional Assessment Rating: Silver (as at OP),暫定評估級別: 銀(截至佔用許可證簽發日),Not Applicable,不適用,Not Applicable,不適用,827151,840014.9,22.3835764,114.21325796,2024-02-28T11:23:23,840014.9000000004,827151
414,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"8 Castle Peak Road - Castle Peak Bay, Tuen Mun, New Territories 4.2.6/(5)",新界 屯門 青山公路 - 青山灣段 8 號 4.2.6/(5),2022,2022,KOWLOON & NEW TERRITORIES,九龍及新界,NT 7/2022(OP),NT 7/2022(OP),NT 7/2022(OP),NT 7/2022(OP),Apartment with residents' recreational facilities Clubhouse,寓所連住客康樂設施 會所,Domestic,住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022007GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022007GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022007GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022007GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022007EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022007EN.pdf,Provisional Assessment Rating: Silver (as at OP),暫定評估級別: 銀  (截至佔用許可證簽發日),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022007RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022007RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022007OTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022007OTTV.pdf,826132.1,817164.2000000001,22.37427247,113.99138141,2024-02-28T11:23:23,817164.2000000002,826132.0999999996
415,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"99-101 Lai Chi Kok Road, Kowloon",九龍荔枝角道 99-101 號,2020,2020,KOWLOON,九龍,KN2/2020(OP),KN2/2020(OP),KN2/2020(OP),KN2/2020(OP),Lift shaft extension,升降機機槽擴建部分,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020002GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020002GFACe.pdf,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,820614.2000000001,835081.9,22.32454923,114.16536211,2024-02-28T11:23:23,835081.9000000004,820614.1999999993
416,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"11 Kin Chuen Street, Kwai Chung, New Territories",新界 葵涌 健全街 11 號,2020,2020,NEW TERRITORIES,新界,NT50/2020(OP),NT50/2020(OP),NT50/2020(OP),NT50/2020(OP),Industrial,工業邨所,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020050GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020050GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020050GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020050GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020050EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020050EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),暫定評估級別: 不予評級 (截至佔用許可證簽發日),Not Applicable,不適用,Not Applicable,不適用,825688.4,831339.6,22.37036523,114.12902253,2024-02-28T11:23:23,831339.5999999996,825688.4000000004
