,OBJECTID,DATASET_EN,ADDRESS_EN,SEARCH01_EN,SEARCH02_EN,NSEARCH01_EN,NSEARCH02_EN,NSEARCH03_EN,NSEARCH04_EN,NSEARCH05_EN,NSEARCH06_EN,NSEARCH07_EN,NSEARCH08_EN,NSEARCH09_EN,NSEARCH10_EN,NORTHING,EASTING,LATITUDE,LONGITUDE,LASTUPDATE,GeometryEasting,GeometryNorthing,max_item
346,347,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Tong Yan San Tsuen, Yuen Long, New Territories",2018,NEW TERRITORIES,NT83/2018(OP),NT83/2018(OP),Residence,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018083GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018083GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018083EN.pdf,Silver,Not Applicable,Not Applicable,832703.1,818846.7000000001,22.43362967,114.00764556,2024-02-28T11:23:23,818846.7000000002,832703.0999999996,False
347,348,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"8 & 8A Pollock's Path, Hong Kong",2020,HONG KONG ISLAND,HK39/2020(OP),HK39/2020(OP),ResidenceResidenceClub house,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020039GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020039GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020039EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020039RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020039OTTV.pdf,814388.6,834346.8,22.26832742,114.15823407,2024-02-28T11:23:23,834346.7999999998,814388.5999999996,
348,349,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"18 Carmel Road, Hong Kong",2020,HONG KONG ISLAND,HK18/2020(OP),HK18/2020(OP),Residence withresidents' recreationalfacilities,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020018GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,809048.4,839751.6,22.22009892,114.21066225,2024-02-28T11:23:23,839751.5999999996,809048.4000000004,
349,350,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"21 Borrett Road, Hong Kong 1.4.3/(6)",2023,HONG KONG ISLAND,HK19/2023/OP,HK19/2023/OP,Apartment with residents’ recreational facilities Clubhouse (phase 2),Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/HK2023019GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/HK2023019GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/HK2023019EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),Not applicable,Not applicable,814904.9,834926.7000000001,22.27299,114.16386,2024-02-28T11:23:23,834926.7000000002,814904.9000000004,True
350,351,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"10 Muk Tai Street, Kowloon 2.8.6/(2)",2022,KOWLOON & NEW TERRITORIES,KN51/2022/OP,KN51/2022/OP,Apartment with residents' recreational facilities,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022051GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022051GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022051EN.pdf,Provisional Assessment Rating: Gold (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022051RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022051OTTV.pdf,820985.5,838511.9,22.32790132,114.19865448,2024-02-28T11:23:23,838511.9000000004,820985.5,True
351,352,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Sky City Site A2 L894 & A3 L923, Hong Kong International Airport, Chek Lap Kok, Lantau Island, New Territories Chek Lap Kok Lot No.3 9.5.1/(5)",2022,KOWLOON & NEW TERRITORIES,NT 55/2021(OP),NT 55/2021(OP),Commercial(phase 1),Non-Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2021055GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2021055GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2021055EN.pdf,Unclassified,Not Applicable,Not Applicable,819846.2000000001,812002.3,22.3174427,113.94135632,2024-02-28T11:23:23,812002.2999999998,819846.1999999993,True
352,353,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"8 Ping Pak Lane, Yuen Long, New Territories",2021,NEW TERRITORIES,NT19/2021(OP),NT19/2021(OP),"Apartment with residents' recreational facilities, Single family house, Guard house, Master meter room",Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2021019GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2021019GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2021019EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2021019RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2021019OTTV.pdf,833471.6,818571.3,22.44056734,114.00496252,2024-02-28T11:23:23,818571.2999999998,833471.5999999996,True
353,354,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Ngau Tau Kok Road, Kowloon K.T.I.L. 84 R.P. 2.9.4/(22)",2022,KOWLOON & NEW TERRITORIES,KN 14/2022(OP),KN 14/2022(OP),Pump room and water tanks extension,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022014GFACe.pdf,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,819623.4,840754.0,22.31559569,114.22041412,2024-02-28T11:23:23,840754.0,819623.4000000004,True
354,355,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"9 Big Wave Bay Road, Hong Kong 1.9.7/(4)",2023,HONG KONG ISLAND,HK34/2023/OP,HK34/2023/OP,Single family house,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/HK2023034GFACe.pdf,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,811205.2000000001,843566.8,22.23956467,114.24767619,2024-02-28T11:23:23,843566.7999999998,811205.1999999993,True
355,356,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"11-17 On King Street, Sha Tin, New Territories",2018,NEW TERRITORIES,NT49/2018(OP),NT49/2018(OP),Covered walkway,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018049GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,828255.9,839373.6,22.39355537,114.20703351,2024-02-28T11:23:23,839373.5999999996,828255.9000000004,
356,357,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"1-5 Irving Street & 14 Pennington Street, Hong Kong 1.4.6/(30)",2021,HONG KONG ISLAND,HK 63/2021 (OP),HK 63/2021 (OP),Commercial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2021063GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2021063EN.pdf,Not applicable,Not Applicable,Not Applicable,815544.7000000001,837230.6,22.27876828,114.1862145,2024-02-28T11:23:23,837230.5999999996,815544.6999999993,True
357,358,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"20-32 San Shan Road & 93 Pau Chung Street, Kowloon",2018,KOWLOON,KN23/2018(OP),KN23/2018(OP),Apartment/Commercial,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018023GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018023GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018023EN.pdf,Provisional Assessment Rating: Silver (as at OP),Not Applicable,Not Applicable,820194.3,837526.2000000001,22.32075709,114.18908642,2024-02-28T11:23:23,837526.2000000002,820194.3000000007,False
358,359,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"18 Sai Shan Road, New Territories",2021,NEW TERRITORIES,NT53/2021(OP),NT53/2021(OP),Apartment withresidents’ recreationalfacilitiesWatchman's office,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2021053GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2021053EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2021053RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2021053OTTV.pdf,822775.1,828964.7000000001,22.34404831,114.1059761,2024-02-28T11:23:23,828964.7000000002,822775.0999999996,True
359,360,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"45 Pottinger Street, Hong Kong",2018,HONG KONG ISLAND,HK46/2018(OP),HK46/2018(OP),Commercial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2018046GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2018046EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),Not Applicable,Not Applicable,815924.7000000001,833940.7000000001,22.28219864,114.15429174,2024-02-28T11:23:23,833940.7000000002,815924.6999999993,
360,361,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"55 Wing Hong Street, Kowloon",2018,KOWLOON,KN42/2018(OP),KN42/2018(OP),Industrial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018042GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018042GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018042EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),Not Applicable,Not Applicable,822228.0,833274.5,22.3391204,114.14781574,2024-02-28T11:23:23,833274.5,822228.0,
361,362,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Chinese YMCA Primary School, Area 102, Phase 4 (School 2), Tin Shui Wai, Yuen Long, New Territories",2018,NEW TERRITORIES,NT60/2018(OP),NT60/2018(OP),School extension,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018060GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,836075.7000000001,818093.1,22.46407842,114.0002867,2024-02-28T11:23:23,818093.0999999996,836075.6999999993,
362,363,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"166 Castle Peak Road - Tai Lam, Tuen Mun, New Territories 4.2.7/(17)",2022,KOWLOON & NEW TERRITORIES,NT 22/2022(OP),NT 22/2022(OP),Apartment with residents' recreational facilities Caretaker's office,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022022GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022022GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022022EN.pdf,Not applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022022RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022022OTTV.pdf,825374.6,818200.7000000001,22.36744304,114.0014537,2024-02-28T11:23:23,818200.7000000002,825374.5999999996,True
363,364,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"18 Sheung Yuet Road, Kowloon Bay, Kowloon",2018,KOWLOON,KN2/2018(OP),KN2/2018(OP),Commercial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018002GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018002GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018002EN.pdf,Provisional Assessment Rating: Sliver (as at OP),Not Applicable,Not Applicable,820272.0,839682.1,22.32145549,114.21001227,2024-02-28T11:23:23,839682.0999999996,820272.0,
364,365,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"188 Castle Peak Road - Tai Lam, Area 55, Siu Sau, Tuen Mun, New Territories",2019,NEW TERRITORIES,NT47/2019(OP),NT47/2019(OP),Residence,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019047GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019047GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019047EN.pdf,Provisional Assessment Rating: Silver (as at OP),Not Applicable,Not Applicable,825466.0,818077.6,22.36826734,114.00025718,2024-02-28T11:23:23,818077.5999999996,825466.0,
365,366,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"1 Wetland Park Road, Tin Shui Wai, New Territories 5.1.0/(39)",2022,KOWLOON & NEW TERRITORIES,NT 8/2022(OP),NT 8/2022(OP),"Single family house Apartment with residents' recreational facilities, Kindergarten and Commercial Clubhouse",Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022008GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022008GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022008EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022008RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022008OTTV.pdf,836818.7000000001,818433.7000000001,22.47079086,114.00358841,2024-02-28T11:23:23,818433.7000000002,836818.6999999993,True
366,367,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"56-58 Temple Street, Kowloon",2018,KOWLOON,KN38/2018(OP),KN38/2018(OP),Lift machine room,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018038GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,819038.1,835614.2000000001,22.310316,114.17052868,2024-02-28T11:23:23,835614.2000000002,819038.0999999996,
367,368,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"8 Castle Peak Road, Lingnan(Lingnan University), Tuen Mun, New Territories",2018,NEW TERRITORIES,NT87/2018(OP),NT87/2018(OP),Lift tower,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018087GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,829946.8,816249.7000000001,22.40871087,113.9824538,2024-02-28T11:23:23,816249.7000000002,829946.8000000007,
368,369,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"218 Jaffe Road, Hong Kong 1.3.1/(9)",2022,HONG KONG ISLAND,HK31/2022/OP,HK31/2022/OP,Commercial,Non-Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022031GFACe.pdf,Not applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022031EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),Not applicable,Not applicable,815553.2000000001,836169.5,22.27884559,114.1759183,2024-02-28T11:23:23,836169.5,815553.1999999993,True
369,370,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"228 Electric Road, Hong Kong 1.5.1/(13) Kowloon & New Territories",2023,HONG KONG ISLAND,HK11/2023/OP,HK11/2023/OP,Commercial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/HK2023011GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/HK2023011GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/HK2023011EN.pdf,Not applicable,Not applicable,Not applicable,816671.9,837980.7000000001,22.28894756,114.19349421,2024-02-28T11:23:23,837980.7000000002,816671.9000000004,True
370,371,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"19-23 Dai Shing Street, Tai Po Industrial Estate, New Territories",2019,NEW TERRITORIES,NT67/2019(OP),NT67/2019(OP),Industrial extension,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019067GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,835211.4,837027.8,22.45636953,114.18425595,2024-02-28T11:23:23,837027.7999999998,835211.4000000004,False
371,372,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Area 85, Tseung Kwan O (Siu Chik Sha), New Territories",2018,NEW TERRITORIES,NT53/2018(OP),NT53/2018(OP),School,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018053GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,817666.6,846256.4,22.2979021,114.2738069,2024-02-28T11:23:23,846256.4000000004,817666.5999999996,
372,373,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"12 Fo Chun Road, New Territories",2019,NEW TERRITORIES,NT79/2019(OP),NT79/2019(OP),Apartment,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019079GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019079GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019079EN.pdf,Provisional Assessment Rating: Silver (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019079RTTV.pdf,Not Applicable,832282.5,839118.4,22.42991781,114.20456231,2024-02-28T11:23:23,839118.4000000004,832282.5,
373,374,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"2 & 4 Shelley Street, Hong Kong",2019,HONG KONG ISLAND,HK5/2019(OP),HK5/2019(OP),Commercial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019005GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,815893.1,833849.0,22.28191363,114.15340178,2024-02-28T11:23:23,833849.0,815893.0999999996,
374,375,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"38 Lai Ping Road, Sha Tin, New Territories",2019,NEW TERRITORIES,NT85/2019(OP),NT85/2019(OP),Residence,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019085GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019085EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),Not Applicable,Not Applicable,830316.7000000001,838836.0,22.41216596,114.20181552,2024-02-28T11:23:23,838836.0,830316.6999999993,
375,376,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"23 Lam Hau Tsuen Road, Yuen Long, New Territories",2018,NEW TERRITORIES,NT62/2018(OP),NT62/2018(OP),School extension,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018062GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,833169.9,820108.0,22.43785772,114.01989364,2024-02-28T11:23:23,820108.0,833169.9000000004,
376,377,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"68 Portland Street, Kowloon",2018,KOWLOON,KN19/2018(OP),KN19/2018(OP),Hotel extension,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018019GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,819413.2000000001,835561.6,22.31370377,114.17001841,2024-02-28T11:23:23,835561.5999999996,819413.1999999993,
