,OBJECTID,DATASET_EN,ADDRESS_EN,SEARCH01_EN,SEARCH02_EN,NSEARCH01_EN,NSEARCH02_EN,NSEARCH03_EN,NSEARCH04_EN,NSEARCH05_EN,NSEARCH06_EN,NSEARCH07_EN,NSEARCH08_EN,NSEARCH09_EN,NSEARCH10_EN,NORTHING,EASTING,LATITUDE,LONGITUDE,LASTUPDATE,GeometryEasting,GeometryNorthing,max_item
78,79,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"48 Caine Road, Hong Kong",2020,HONG KONG ISLAND,HK22/2020(OP),HK22/2020(OP),Apartment/Commercialwith residents'recreational facilities,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020022GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020022EN.pdf,Provisional Assessment Rating: Platinum (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020022RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020022OTTV.pdf,815772.4,833731.3,22.28082319,114.15226015,2024-02-28T11:23:23,833731.2999999998,815772.4000000004,
79,80,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"6-6A Humphrey's Avenue, G/F, Kowloon",2018,KOWLOON,KN9/2018(OP),KN9/2018(OP),Switch room,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018009GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,817739.0,835889.0,22.29858416,114.17319668,2024-02-28T11:23:23,835889.0,817739.0,
80,81,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"77-81 Container Port Road, Kwai Chung, New Territories",2019,NEW TERRITORIES,NT18/2019(OP),NT18/2019(OP),Commercial extension,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019018GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,824012.5,830990.4,22.35522976,114.1256367,2024-02-28T11:23:23,830990.4000000004,824012.5,
81,82,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"The Hong Kong University of Science and Technology, 1 University Road, Clear Water Bay, Sai Kung, New Territories",2021,NEW TERRITORIES,NTS10/2021(OP),NTS10/2021(OP),Institutional building,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NTS2021010GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,821652.8,845186.8,22.33390506,114.26344888,2024-02-28T11:23:23,845186.7999999998,821652.8000000007,
82,83,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Site C, Carpark, Sha Tin Racecourse, The Hong Kong Jockey Club, Sha Tin, New Territories",2018,NEW TERRITORIES,NT40/2018(OP),NT40/2018(OP),Metal shelter,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018040GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,829448.3,839500.3,22.40432293,114.20826645,2024-02-28T11:23:23,839500.2999999998,829448.3000000007,
83,84,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"8 Castle Peak Road, Tuen Mun, New Territories",2019,NEW TERRITORIES,NT62/2019(OP),NT62/2019(OP),Institution extension,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019062GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,830091.2000000001,816291.6,22.41001566,113.98285926,2024-02-28T11:23:23,816291.5999999996,830091.1999999993,
84,85,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Au Tau, Yuen Long, New Territories D.D.103 Lot 1066",2020,NEW TERRITORIES,NT48/2020(OP),NT48/2020(OP),ResidenceApartment with residents'recreational facilitiesResidents' recreationalfacilitiesPlant room,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020048GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020048EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),Not Applicable,Not Applicable,834063.5,823304.0,22.44595476,114.05093224,2024-02-28T11:23:23,823304.0,834063.5,
85,86,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"10 La Salle Road, Kowloon",2020,KOWLOON,KN22/2020(OP),KN22/2020(OP),Apartment with residents'recreational facilities,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020022GFACe.pdf,Not Applicable,Not Applicable,Provisional Assessment Rating: Silver (as at OP),Not Applicable,Not Applicable,820876.8,836815.4,22.32692107,114.18218732,2024-02-28T11:23:23,836815.4000000004,820876.8000000007,
86,87,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Carpark 4 Extension, Hong Kong International Airport, Chek Lap Kok, New Territories",2019,NEW TERRITORIES,NT76/2019(OP),NT76/2019(OP),CLP transformer room and LV main switch room,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019076GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,819838.5,811303.0,22.31736307,113.93456875,2024-02-28T11:23:23,811303.0,819838.5,
87,88,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"68 Kowloon City Road, Kowloon",2020,KOWLOON,KN28/2020(OP),KN28/2020(OP),Apartment/Commercialwith residents'recreational facilities,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020028GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020028GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020028EN.pdf,Provisional Assessment Rating: Gold (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020028RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020028OTTV.pdf,819888.5,837524.1,22.31799556,114.18906554,2024-02-28T11:23:23,837524.0999999996,819888.5,
88,89,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Hong Kong Jockey Club Shatin Racecourse, Sha Tin, New Territories",2019,NEW TERRITORIES,NT77/2019(OP),NT77/2019(OP),Track shelter,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019077GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,828631.3,839140.7000000001,22.3969453,114.20477171,2024-02-28T11:23:23,839140.7000000002,828631.3000000007,
89,90,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"8 Chung Ching Street, Hong Kong",2019,HONG KONG ISLAND,HK47/2019(OP),HK47/2019(OP),Apartment/Commercial,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019047GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019047EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019047RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019047OTTV.pdf,816512.3,832582.6,22.28750275,114.14111174,2024-02-28T11:23:23,832582.5999999996,816512.3000000007,
90,91,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"15 King's Park Rise, Kowloon",2020,KOWLOON,KN44/2020(OP),KN44/2020(OP),Headquarters extensionsStaircase hood,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020044GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,819048.8,836013.1,22.31041322,114.17440006,2024-02-28T11:23:23,836013.0999999996,819048.8000000007,
91,92,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"22 Davis Street, Hong Kong",2022,HONG KONG ISLAND,HK1/2022(OP),HK1/2022(OP),Apartment/Commercialwith residents'recreational facilities,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022001GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022001EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022001RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022001OTTV.pdf,815881.3,831109.7000000001,22.28180054,114.12682177,2024-02-28T11:23:23,831109.7000000002,815881.3000000007,True
92,93,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"1 Harbour Drive, Hong Kong",2018,HONG KONG ISLAND,HK64/2018(OP),HK64/2018(OP),Hotel,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2018064GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2018064GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2018064EN.pdf,Bronze,Not Applicable,Not Applicable,815699.1,836062.2000000001,22.28016329,114.17487771,2024-02-28T11:23:23,836062.2000000002,815699.0999999996,
93,94,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"70-72 San Fung Avenue, Sheung Shui, New Territories",2018,NEW TERRITORIES,NT39/2018(OP),NT39/2018(OP),Commercial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018039GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,840672.0,831109.6,22.5056736,114.12674035,2024-02-28T11:23:23,831109.5999999996,840672.0,
94,95,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"979 King's Road, Hong Kong",2018,HONG KONG ISLAND,HK62/2018(OP),HK62/2018(OP),Footbridge,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2018062GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,816518.6,839936.4,22.28755995,114.21247142,2024-02-28T11:23:23,839936.4000000004,816518.5999999996,
95,96,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Discovery Bay, Lantau Island, New Territories",2019,NEW TERRITORIES,NT29/2019(OP),NT29/2019(OP),Apartment,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019029GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,818735.5,819614.1,22.30750337,114.01524587,2024-02-28T11:23:23,819614.0999999996,818735.5,
96,97,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"165 Nam Cheong Street, Kowloon",2019,KOWLOON,KN22/2019(OP),KN22/2019(OP),Commercial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019022GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,821262.1,834942.2000000001,22.33039956,114.16400512,2024-02-28T11:23:23,834942.2000000002,821262.0999999996,
97,98,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"19 Hing Wan Street, Hong Kong",2021,HONG KONG ISLAND,HK41/2021(OP),HK41/2021(OP),Hotel,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2021041GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,814968.9,836012.5,22.27356879,114.17439525,2024-02-28T11:23:23,836012.5,814968.9000000004,True
98,99,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"8 Pui Shing Lane, Tseung Kwan O, Sai Kung, New Territories",2019,NEW TERRITORIES,NTS1/2019(OP),NTS1/2019(OP),Care and attention home extension,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NTS2019001GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,819694.2000000001,845609.8,22.31621606,114.2675435,2024-02-28T11:23:23,845609.7999999998,819694.1999999993,
99,100,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Sha Po, Yuen Long, New Territories D.D. 107 Lot 1927 R.P.",2021,NEW TERRITORIES,NT44/2021(OP),NT44/2021(OP),"Apartment, Guard house",Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2021044GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2021044EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),Not Applicable,Not Applicable,834549.8,823565.2000000001,22.45034798,114.05346591,2024-02-28T11:23:23,823565.2000000002,834549.8000000007,False
100,101,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Area 2a, Discovery Bay, Lantau Island, New Territories D.D. 352 Lot 385 R.P. and the Ext. thereto",2020,NEW TERRITORIES,NT78/2020(OP),NT78/2020(OP),Single family housePlant roomTransformer room andswitch roomCaretaker's office,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020078GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020078GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020078EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020078RTTV.pdf,Not Applicable,817175.1,818637.6,22.29340219,114.00578621,2024-02-28T11:23:23,818637.5999999996,817175.0999999996,
101,102,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"7 Lung Yiu Street, Tap Shek Kok, Tuen Mun, New Territories",2020,NEW TERRITORIES,NT65/2020(OP),NT65/2020(OP),Maintenance platformsFS pump room with FSwater tankIndustrial water tank,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020065GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,825864.5,810279.9,22.37176586,113.92454061,2024-02-28T11:23:23,810279.9000000004,825864.5,
102,103,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"8 Dumbarton Road, Kowloon",2020,KOWLOON,KN13/2020(OP),KN13/2020(OP),School,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020013GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,821532.4,837267.2000000001,22.33284128,114.18657318,2024-02-28T11:23:23,837267.2000000002,821532.4000000004,
103,104,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Chinese Christian Cemetery, Victoria Road, Junction of Consort Rise, Hong Kong",2019,HONG KONG ISLAND,HK6/2019(OP),HK6/2019(OP),Columbarium/Ossuarium building,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019006GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,814744.8,831183.8,22.27153773,114.12754426,2024-02-28T11:23:23,831183.7999999998,814744.8000000007,
104,105,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"8 Shan Tong Road, New Territories",2020,NEW TERRITORIES,NT60/2020(OP),NT60/2020(OP),Apartment with residents'recreational facilities,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020060GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020060GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020060EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020060RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020060OTTV.pdf,833151.1,835284.0,22.43776386,114.16731523,2024-02-28T11:23:23,835284.0,833151.0999999996,
105,106,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Phase I, Tung Wan, Lantau Island, New Territories",2018,NEW TERRITORIES,NT9/2018(OP),NT9/2018(OP),Group meditation area,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018009GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,808988.6,807872.6,22.21933002,113.90146581,2024-02-28T11:23:23,807872.5999999996,808988.5999999996,
106,107,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"130-132 Portland Street, Kowloon",2019,KOWLOON,KN33/2019(OP),KN33/2019(OP),Hotel/Commercial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019033GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,819611.1,835519.5,22.31549059,114.16960973,2024-02-28T11:23:23,835519.5,819611.0999999996,
107,108,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"8 Shung Shan Street and 15 Sze Shan Street, Yau Tong, Kowloon",2020,KOWLOON,KN14/2020(OP),KN14/2020(OP),Apartment/Commercialwith residents'recreational facilities,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020014GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,817212.2000000001,842372.0,22.29381659,114.23610917,2024-02-28T11:23:23,842372.0,817212.1999999993,
108,109,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"3 Leung Tak Street, Tuen Mun, New Territories",2018,NEW TERRITORIES,NT71/2018(OP),NT71/2018(OP),Apartment/Commercial,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018071GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018071GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018071EN.pdf,Unclassified,Not Applicable,Not Applicable,829981.2000000001,814777.9,22.40900393,113.96815945,2024-02-28T11:23:23,814777.9000000004,829981.1999999993,False
109,110,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"22 Cheung Tung Road, Tung Chung, Lantau Island, New Territories",2019,NEW TERRITORIES,NT84/2019(OP),NT84/2019(OP),Pump room and water tanks building,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019084GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,816569.8,812538.5,22.28786265,113.94660893,2024-02-28T11:23:23,812538.5,816569.8000000007,
110,111,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"6-16 Peel Rise, Hong Kong",2019,HONG KONG ISLAND,HK35/2019(OP),HK35/2019(OP),Residence,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019035GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,813980.2000000001,833676.0,22.2646383,114.15172637,2024-02-28T11:23:23,833676.0,813980.1999999993,
111,112,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Area 55, Siu Sau Tsuen, Tuen Mun, New Territories T.M.T.L. 463",2021,NEW TERRITORIES,NT13/2021(OP),NT13/2021(OP),"Refuse collection point, pump room, baby changing room, toilet",Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2021013GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,825469.3,817863.0,22.36829512,113.99817399,2024-02-28T11:23:23,817863.0,825469.3000000007,
112,113,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Area 1a & 1b, Discovery Bay, Lantau Island, New Territories D.D. 352 Lot 385 R.P. and the Ext. thereto",2020,NEW TERRITORIES,NT64/2020(OP),NT64/2020(OP),Residence(phase C),Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020064GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020064GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020064EN.pdf,Provisional Assessment Rating: Bronze (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020064RTTV.pdf,Not Applicable,816434.4,819459.3,22.28672159,114.01376802,2024-02-28T11:23:23,819459.2999999998,816434.4000000004,
113,114,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"10 Heng Lam Street, Hong Kong Buddhist Hospital, Kowloon",2019,KOWLOON,KN20/2019(OP),KN20/2019(OP),"F.S. transfer pump room, electrical heater room, switch room and genset room, Sprinkler pump room, Portable water pump room, Chiller water pump room & Medical gas plant room",Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019020GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,821813.9,837491.2000000001,22.33538259,114.18874827,2024-02-28T11:23:23,837491.2000000002,821813.9000000004,
114,115,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"1 Yung Shue Ling, Yung Shue Wan, Lamma Island, New Territories",2019,NEW TERRITORIES,NT21/2019(OP),NT21/2019(OP),Covered walkway,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019021GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,809667.5,829767.0,22.22568141,114.11381743,2024-02-28T11:23:23,829767.0,809667.5,
115,116,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"11 Chai Wan Kok Street, Tsuen Wan, New Territories 3.2.4/(16)",2022,KOWLOON & NEW TERRITORIES,NT 6/2022(OP),NT 6/2022(OP),Commercial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022006GFACe.pdf,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,826155.8,828986.2000000001,22.37457761,114.10616924,2024-02-28T11:23:23,828986.2000000002,826155.8000000007,True
116,117,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"103-107 Tam Kung Road, Kowloon",2018,KOWLOON,KN46/2018(OP),KN46/2018(OP),Hotel,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018046GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,820519.3,837496.9,22.32369157,114.18880213,2024-02-28T11:23:23,837496.9000000004,820519.3000000007,
117,118,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Hang Ha Po, Tai Po, New Territories T.P.T.L. 220",2020,NEW TERRITORIES,NT49/2020(OP),NT49/2020(OP),Training campand hostel,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020049GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020049GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020049EN.pdf,Provisional Assessment Rating: Silver (as at OP),Not Applicable,Not Applicable,835426.0,832666.1,22.45830364,114.14188006,2024-02-28T11:23:23,832666.0999999996,835426.0,
118,119,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"43-45 Tsun Yip Street, Kowloon",2018,KOWLOON,KN39/2018(OP),KN39/2018(OP),Industrial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018039GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018039EN.pdf,Provisional Assessment Rating: Gold (as at OP),Not Applicable,Not Applicable,819071.5,840843.4,22.31061201,114.22128072,2024-02-28T11:23:23,840843.4000000004,819071.5,
119,120,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"247 Tai Kok Tsui Road, Kowloon",2020,KOWLOON,KN34/2020(OP),KN34/2020(OP),Apartment/Commercialwith residents'recreational facilities,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020034GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020034EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020034RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020034OTTV.pdf,820759.8,834700.4,22.32586354,114.16165832,2024-02-28T11:23:23,834700.4000000004,820759.8000000007,
120,121,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"68 Lai Ping Road, Kau To, Shatin, New Territories",2018,NEW TERRITORIES,NT21/2018(OP),NT21/2018(OP),Residence,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018021GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018021GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018021EN.pdf,Unclassified,Not Applicable,Not Applicable,830522.2000000001,838904.1,22.41402152,114.20247788,2024-02-28T11:23:23,838904.0999999996,830522.1999999993,
